session_id,user_id,session_start,session_end,total_actions,total_views,total_purchases,total_add_to_cart,unique_products,duration_seconds,conversion_rate,is_abandoned_cart,is_high_activity
sess_1742,85,2026-04-30 01:43:25.209185,2026-04-30 01:43:25.209185,1,0,0,1,1,0.0,0.0,True,False
sess_1743,568,2026-03-08 12:14:00.203543,2026-03-08 12:14:00.203543,1,0,0,1,1,0.0,0.0,True,False
sess_1745,807,2025-10-26 10:30:25.235934,2026-05-03 18:16:11.214026,3,1,1,1,3,16357545.978092,1.0,False,False
sess_1746,278,2025-08-05 23:24:20.240934,2026-06-05 06:23:32.181409,2,0,1,1,2,26204351.940475,0.0,False,False
sess_1747,587,2025-07-19 00:15:05.228610,2026-05-25 15:04:46.222317,4,3,0,1,4,26837380.993707,0.0,True,False
sess_175,20,2025-12-14 15:41:40.228610,2025-12-14 15:41:40.228610,1,1,0,0,1,0.0,0.0,False,False
sess_1750,610,2025-08-30 08:32:28.186925,2026-01-22 20:53:14.186925,2,0,0,2,2,12572446.0,0.0,True,False
sess_1751,759,2025-10-16 19:11:10.228610,2026-04-16 13:38:29.212022,4,0,2,2,4,15704838.983412,0.0,False,False
sess_1752,707,2025-09-14 15:42:35.227826,2026-01-16 06:35:30.183414,3,2,0,1,3,10680774.955588,0.0,True,False
sess_1754,540,2026-02-17 14:43:18.216529,2026-05-27 22:50:10.186925,3,2,0,1,3,8582811.970396,0.0,True,False
sess_1757,162,2025-06-23 01:12:36.183414,2025-06-23 01:12:36.183414,1,0,1,0,1,0.0,0.0,False,False
sess_1758,634,2025-06-25 03:52:56.238931,2026-06-04 23:05:21.238931,7,1,4,2,7,29790745.0,4.0,False,False
sess_1759,969,2025-11-16 00:18:35.178635,2026-01-23 07:48:39.183414,2,0,2,0,2,5902204.004779,0.0,False,False
sess_176,893,2026-05-27 16:33:05.219548,2026-05-27 16:33:05.219548,1,0,0,1,1,0.0,0.0,True,False
sess_1760,544,2025-10-08 01:28:10.242937,2026-01-28 11:28:48.181409,3,1,2,0,3,9712837.938472,2.0,False,False
sess_1761,530,2026-05-18 17:21:02.228610,2026-05-18 17:21:02.228610,1,1,0,0,1,0.0,0.0,False,False
sess_1762,371,2026-01-09 02:37:05.212022,2026-01-09 02:37:05.212022,1,0,0,1,1,0.0,0.0,True,False
sess_1764,691,2025-12-04 12:54:52.228610,2026-06-05 08:51:32.228610,2,1,1,0,2,15796600.0,1.0,False,False
sess_1765,417,2025-10-24 19:12:22.245946,2025-12-13 20:29:15.249957,2,0,1,1,2,4324613.004011,0.0,False,False
sess_1766,354,2026-01-26 19:58:43.222317,2026-01-26 19:58:43.222317,1,0,1,0,1,0.0,0.0,False,False
sess_1767,7,2025-08-14 12:40:45.214026,2025-08-14 12:40:45.214026,1,1,0,0,1,0.0,0.0,False,False
sess_1768,790,2026-05-14 21:42:56.237113,2026-05-14 21:42:56.237113,1,1,0,0,1,0.0,0.0,False,False
sess_1769,148,2025-07-21 01:38:55.235934,2026-05-21 03:09:27.242937,4,1,1,2,4,26271032.007003,1.0,False,False
sess_177,758,2025-09-08 16:03:37.214026,2025-10-10 10:23:20.178635,2,0,0,2,2,2744382.964609,0.0,True,False
sess_1770,1047,2025-11-27 04:32:01.186925,2026-03-05 12:56:38.181409,2,0,0,2,2,8497476.994484,0.0,True,False
sess_1771,836,2026-02-04 20:12:57.235934,2026-02-04 20:12:57.235934,1,1,0,0,1,0.0,0.0,False,False
sess_1772,712,2025-07-07 07:59:11.202536,2026-06-11 22:27:59.222317,4,1,2,1,4,29341728.019781,2.0,False,False
sess_1773,212,2026-06-01 12:11:15.226324,2026-06-01 12:11:15.226324,1,0,1,0,1,0.0,0.0,False,False
sess_1774,895,2026-01-12 13:36:15.185418,2026-01-12 13:36:15.185418,1,0,0,1,1,0.0,0.0,True,False
sess_1775,501,2026-06-03 06:34:23.226324,2026-06-03 06:34:23.226324,1,0,1,0,1,0.0,0.0,False,False
sess_1778,720,2025-08-01 15:20:30.245946,2025-08-01 15:20:30.245946,1,0,0,1,1,0.0,0.0,True,False
sess_1779,383,2025-09-22 08:59:59.209185,2025-09-22 08:59:59.209185,1,0,0,1,1,0.0,0.0,True,False
sess_178,134,2026-06-11 02:53:39.238931,2026-06-11 02:53:39.238931,1,0,0,1,1,0.0,0.0,True,False
sess_1780,571,2025-07-02 16:09:23.203543,2026-05-14 07:55:14.249957,4,1,2,1,4,27272751.046414,2.0,False,False
sess_1781,963,2025-07-07 14:24:11.216529,2026-05-02 05:28:37.209185,2,0,1,1,2,25801465.992656,0.0,False,False
sess_1782,127,2025-12-20 23:01:25.216529,2026-06-01 19:47:28.214026,3,0,2,1,3,14071562.997497,0.0,False,False
sess_1783,903,2025-07-03 19:51:01.186925,2026-05-19 06:52:59.238931,2,0,2,0,2,27601318.052006,0.0,False,False
sess_1784,955,2026-03-10 01:30:31.186925,2026-03-10 01:30:31.186925,1,1,0,0,1,0.0,0.0,False,False
sess_1785,1033,2025-09-10 16:41:55.186925,2026-04-26 10:32:39.245946,4,2,2,0,4,19677044.059021,1.0,False,False
sess_1786,555,2025-10-10 23:05:03.238931,2026-03-26 11:21:50.240934,4,2,1,1,4,14386607.002003,0.5,False,False
sess_1787,396,2026-03-24 23:08:57.214026,2026-03-24 23:08:57.214026,1,0,0,1,1,0.0,0.0,True,False
sess_1788,1050,2025-08-15 10:56:34.228610,2026-02-09 16:47:15.185418,5,4,0,1,5,15400240.956808,0.0,True,False
sess_179,593,2025-12-10 22:30:37.183414,2026-01-26 17:49:23.209185,2,0,1,1,2,4043926.025771,0.0,False,False
sess_1790,249,2025-09-21 19:38:43.228610,2026-03-15 10:53:49.238931,3,0,2,1,3,15088506.010321,0.0,False,False
sess_1792,792,2026-05-15 19:31:59.222317,2026-05-15 19:31:59.222317,1,0,0,1,1,0.0,0.0,True,False
sess_1793,849,2025-09-28 22:59:49.224321,2025-09-28 22:59:49.224321,1,0,0,1,1,0.0,0.0,True,False
sess_1794,946,2025-10-15 02:19:14.181409,2026-01-03 10:34:37.228610,2,0,1,1,2,6941723.047201,0.0,False,False
sess_1795,691,2026-03-25 13:30:46.186925,2026-03-26 18:49:46.186925,2,0,0,2,2,105540.0,0.0,True,False
sess_1796,456,2025-09-20 01:51:41.249957,2026-04-13 05:17:58.242937,5,2,0,3,5,17724376.99298,0.0,True,False
sess_1797,575,2025-07-31 05:20:09.207677,2025-08-27 09:03:59.212022,2,0,2,0,2,2346230.004345,0.0,False,False
sess_18,938,2025-11-18 15:04:50.218542,2026-05-22 19:17:48.247953,3,1,2,0,3,15999178.029411,2.0,False,False
sess_180,85,2025-08-28 22:29:05.186925,2025-08-28 22:29:05.186925,1,0,1,0,1,0.0,0.0,False,False
sess_1800,1029,2025-08-11 22:12:03.212022,2026-06-06 17:42:50.209185,4,1,1,2,4,25817446.997163,1.0,False,False
sess_1801,911,2025-12-25 00:24:35.183414,2026-02-24 09:21:10.251960,2,1,0,1,2,5302595.068546,0.0,True,False
sess_1803,982,2025-08-26 05:12:02.237113,2026-05-27 10:56:12.186925,4,1,2,1,4,23694249.949812,2.0,False,False
sess_1804,481,2026-01-13 04:37:57.185418,2026-06-04 15:44:39.178635,2,0,2,0,2,12308801.993217,0.0,False,False
sess_1806,57,2025-07-25 02:03:35.181409,2026-06-12 00:08:43.199974,4,1,2,1,4,27813908.018565,2.0,False,False
sess_1807,629,2025-09-11 23:24:20.186925,2026-06-02 10:41:28.219548,5,1,2,2,5,22763828.032623,2.0,False,False
sess_1808,870,2025-08-20 16:37:21.240934,2025-12-22 19:21:20.249957,2,1,1,0,2,10723439.009023,1.0,False,False
sess_1809,1083,2025-07-10 21:50:13.186925,2026-01-09 18:16:19.214026,3,0,1,2,3,15798366.027101,0.0,False,False
sess_181,349,2025-11-09 08:50:59.186925,2026-04-04 03:39:17.209185,3,0,3,0,3,12595698.02226,0.0,False,False
sess_1810,218,2025-06-23 12:44:12.243940,2025-06-23 12:44:12.243940,1,0,0,1,1,0.0,0.0,True,False
sess_1811,1049,2026-02-12 12:48:26.228610,2026-02-12 12:48:26.228610,1,1,0,0,1,0.0,0.0,False,False
sess_1812,453,2026-01-11 21:30:46.243940,2026-03-14 04:27:39.203543,2,0,1,1,2,5295412.959603,0.0,False,False
sess_1813,941,2026-02-08 13:57:44.209185,2026-04-17 03:10:21.249957,2,0,0,2,2,5836357.040772,0.0,True,False
sess_1814,48,2026-03-02 19:22:22.228610,2026-04-11 23:25:15.216529,2,0,1,1,2,3470572.987919,0.0,False,False
sess_1815,444,2025-06-18 04:13:24.228610,2026-05-16 04:35:33.181409,4,2,1,1,4,28686128.952799,0.5,False,False
sess_1816,228,2026-01-19 11:59:12.227826,2026-04-01 09:19:46.224321,2,1,1,0,2,6211233.996495,1.0,False,False
sess_1817,228,2025-08-25 01:07:25.228610,2025-09-11 15:56:48.238931,2,0,0,2,2,1522163.010321,0.0,True,False
sess_1818,1088,2025-11-02 19:29:22.178635,2025-12-15 15:42:36.228610,2,1,0,1,2,3701594.049975,0.0,True,False
sess_1819,705,2025-07-31 09:11:31.178635,2026-04-22 15:52:49.186925,4,0,2,2,4,22920078.00829,0.0,False,False
sess_182,429,2026-01-22 14:33:37.209185,2026-06-07 09:23:21.228610,3,1,1,1,3,11731784.019425,1.0,False,False
sess_1820,848,2025-06-11 03:59:08.219548,2026-04-08 23:04:55.222317,4,0,2,2,4,26075147.002769,0.0,False,False
sess_1821,199,2025-11-13 14:02:15.228610,2025-11-17 14:41:26.237113,3,1,1,1,3,347951.008503,1.0,False,False
sess_1822,1021,2025-07-11 03:11:35.214026,2026-02-14 13:17:23.195433,3,2,1,0,3,18871547.981407,0.5,False,False
sess_1823,160,2025-09-24 14:49:09.224321,2025-12-18 14:17:30.178635,2,1,1,0,2,7342100.954314,1.0,False,False
sess_1824,1100,2025-07-14 18:59:42.222317,2025-07-14 18:59:42.222317,1,0,0,1,1,0.0,0.0,True,False
sess_1825,275,2025-11-14 02:49:59.247953,2026-03-30 02:44:54.224321,3,2,0,1,3,11750094.976368,0.0,True,False
sess_1826,279,2025-09-19 20:08:26.240934,2026-04-28 06:50:31.197951,3,0,1,2,3,19046524.957017,0.0,False,False
sess_1827,695,2025-06-19 08:23:44.237113,2025-08-24 18:18:53.199974,2,0,2,0,2,5738108.962861,0.0,False,False
sess_1828,465,2025-10-28 00:45:00.228610,2026-05-04 00:06:28.249957,4,2,1,1,4,16240888.021347,0.5,False,False
sess_1829,371,2025-10-09 14:30:23.226324,2026-05-26 01:20:15.228610,4,1,1,2,4,19738192.002286,1.0,False,False
sess_183,937,2025-06-30 16:09:43.216529,2025-06-30 16:09:43.216529,1,1,0,0,1,0.0,0.0,False,False
sess_1830,949,2025-09-17 09:15:29.181409,2025-09-17 09:15:29.181409,1,0,1,0,1,0.0,0.0,False,False
sess_1831,847,2025-07-01 17:54:32.211509,2025-11-04 17:40:39.249957,6,3,1,2,6,10885567.038448,0.3333333333333333,False,False
sess_1832,391,2025-06-15 18:48:58.218542,2026-03-22 01:37:22.228610,4,2,2,0,4,24130104.010068,1.0,False,False
sess_1833,161,2025-11-19 01:45:21.181409,2025-11-19 01:45:21.181409,1,1,0,0,1,0.0,0.0,False,False
sess_1835,440,2025-10-08 23:44:49.235934,2026-04-08 05:35:03.183414,2,2,0,0,2,15659413.94748,0.0,False,False
sess_1836,791,2026-04-04 16:19:51.178635,2026-04-04 16:19:51.178635,1,0,0,1,1,0.0,0.0,True,False
sess_1837,803,2025-08-29 17:46:08.181409,2025-08-29 17:46:08.181409,1,1,0,0,1,0.0,0.0,False,False
sess_1838,4,2026-05-29 08:28:43.251960,2026-05-29 08:28:43.251960,1,0,1,0,1,0.0,0.0,False,False
sess_1839,500,2025-07-10 20:56:14.240934,2025-07-23 00:29:20.186925,2,1,1,0,2,1049585.945991,1.0,False,False
sess_184,372,2025-06-22 07:45:08.247953,2026-03-06 06:37:27.178635,2,2,0,0,2,22200738.930682,0.0,False,False
sess_1840,460,2025-08-31 22:57:20.203543,2025-08-31 22:57:20.203543,1,0,1,0,1,0.0,0.0,False,False
sess_1841,994,2025-06-15 22:43:09.247953,2025-08-07 21:11:45.219548,2,0,1,1,2,4573715.971595,0.0,False,False
sess_1842,785,2025-10-18 06:02:00.186925,2026-04-30 14:54:48.203543,5,0,2,3,5,16793568.016618,0.0,False,False
sess_1843,482,2026-02-07 08:43:57.247953,2026-03-17 02:29:58.228610,3,2,1,0,3,3260760.980657,0.5,False,False
sess_1844,754,2026-02-01 10:11:21.186925,2026-06-08 03:55:21.222317,2,0,1,1,2,10950240.035392,0.0,False,False
sess_1846,882,2025-11-03 03:21:13.240934,2025-11-03 03:21:13.240934,1,0,1,0,1,0.0,0.0,False,False
sess_1847,821,2025-08-24 13:28:52.186925,2025-08-24 13:28:52.186925,1,0,1,0,1,0.0,0.0,False,False
sess_1848,537,2025-11-13 22:58:19.222317,2026-06-01 01:23:25.212022,3,1,2,0,3,17202305.989705,2.0,False,False
sess_1849,996,2025-09-08 05:17:48.228610,2025-12-19 08:14:12.185418,4,0,2,2,4,8823383.956808,0.0,False,False
sess_185,515,2026-03-10 16:34:06.185418,2026-03-16 13:07:19.214026,2,0,1,1,2,505993.028608,0.0,False,False
sess_1850,831,2025-09-27 13:47:34.197951,2026-03-14 04:20:52.185418,4,2,1,1,4,14481197.987467,0.5,False,False
sess_1851,665,2025-11-25 22:55:37.237113,2025-12-16 10:56:26.203543,2,1,1,0,2,1771248.96643,1.0,False,False
sess_1853,929,2025-11-18 07:16:52.183414,2026-03-09 03:07:27.228610,3,0,2,1,3,9575435.045196,0.0,False,False
sess_1854,542,2025-12-10 05:41:21.186925,2025-12-10 05:41:21.186925,1,1,0,0,1,0.0,0.0,False,False
sess_1856,164,2026-03-20 19:18:01.186925,2026-03-20 19:18:01.186925,1,0,1,0,1,0.0,0.0,False,False
sess_1857,727,2025-09-10 10:14:23.228610,2025-09-10 10:14:23.228610,1,1,0,0,1,0.0,0.0,False,False
sess_1858,442,2025-10-29 01:22:51.209185,2025-10-31 23:31:33.209185,2,1,0,1,2,252522.0,0.0,True,False
sess_1859,646,2025-07-06 13:40:05.226324,2025-10-24 08:12:22.240934,2,0,2,0,2,9484337.01461,0.0,False,False
sess_186,262,2025-11-17 02:07:03.214026,2025-11-17 02:07:03.214026,1,0,1,0,1,0.0,0.0,False,False
sess_1860,569,2026-03-16 20:04:18.228610,2026-03-16 20:04:18.228610,1,0,1,0,1,0.0,0.0,False,False
sess_1861,114,2026-02-03 04:59:34.251960,2026-04-08 03:31:00.186925,2,1,1,0,2,5524285.934965,1.0,False,False
sess_1862,447,2026-01-03 14:18:56.195433,2026-01-03 14:18:56.195433,1,0,0,1,1,0.0,0.0,True,False
sess_1863,394,2025-06-29 10:18:12.209185,2026-03-26 18:58:38.214026,2,1,0,1,2,23359226.004841,0.0,True,False
sess_1864,275,2025-09-07 13:24:45.216529,2026-05-02 08:47:27.195433,3,1,2,0,3,20460161.978904,2.0,False,False
sess_1865,20,2026-02-20 03:37:22.199974,2026-02-20 03:37:22.199974,1,1,0,0,1,0.0,0.0,False,False
sess_1866,270,2026-03-25 22:14:04.240934,2026-03-25 22:14:04.240934,1,0,1,0,1,0.0,0.0,False,False
sess_1867,534,2025-06-11 21:25:03.197951,2025-06-11 21:25:03.197951,1,0,0,1,1,0.0,0.0,True,False
sess_1868,1095,2025-07-20 18:42:13.253968,2026-02-06 09:36:32.186925,4,1,1,2,4,17333658.932957,1.0,False,False
sess_1869,280,2025-06-30 13:13:02.183414,2026-05-29 10:07:10.203543,7,2,2,3,7,28760048.020129,1.0,False,False
sess_187,44,2025-07-05 01:56:33.209185,2026-04-07 16:58:40.240934,6,1,2,3,6,23900527.031749,2.0,False,False
sess_1870,220,2025-12-14 13:08:46.226324,2025-12-14 13:08:46.226324,1,1,0,0,1,0.0,0.0,False,False
sess_1871,831,2025-07-06 22:46:31.251960,2025-12-29 23:18:07.186925,2,0,1,1,2,15208295.934965,0.0,False,False
sess_1874,544,2025-09-05 18:05:55.181409,2025-12-11 17:03:28.195433,3,1,2,0,3,8377053.014024,2.0,False,False
sess_1875,173,2025-10-16 19:10:23.186925,2026-03-13 14:42:26.228610,2,0,1,1,2,12771123.041685,0.0,False,False
sess_1876,76,2025-07-23 08:14:59.245946,2026-06-07 07:17:34.247953,4,2,2,0,4,27558155.002007,1.0,False,False
sess_1877,1,2025-12-06 19:31:57.185418,2026-05-09 03:24:41.242937,3,2,0,1,3,13247564.057519,0.0,True,False
sess_1879,917,2026-01-25 02:36:36.228610,2026-01-25 02:36:36.228610,1,0,0,1,1,0.0,0.0,True,False
sess_188,589,2025-07-22 05:06:59.183414,2026-04-05 02:56:06.186925,4,2,1,1,4,22196947.003511,0.5,False,False
sess_1880,1029,2025-11-29 05:47:09.222317,2026-04-07 21:11:15.203543,4,0,2,2,4,11201045.981226,0.0,False,False
sess_1881,29,2025-07-07 19:33:40.186925,2026-05-07 19:35:36.222317,3,1,1,1,3,26265716.035392,1.0,False,False
sess_1882,973,2025-10-21 21:56:08.186925,2026-03-08 01:12:07.181409,2,1,0,1,2,11848558.994484,0.0,True,False
sess_1883,875,2026-04-18 10:14:19.186925,2026-05-29 11:37:02.224321,2,0,1,1,2,3547363.037396,0.0,False,False
sess_1884,249,2025-11-29 03:37:08.185418,2026-03-01 01:29:45.183414,3,0,2,1,3,7941156.997996,0.0,False,False
sess_1886,280,2025-08-03 16:13:27.228610,2026-01-25 03:46:11.249957,2,0,1,1,2,15075164.021347,0.0,False,False
sess_1888,721,2026-01-09 20:10:17.222317,2026-03-13 08:34:06.199974,2,0,1,1,2,5401428.977657,0.0,False,False
sess_189,307,2025-08-16 13:03:16.181409,2026-02-10 22:31:45.212022,3,0,1,2,3,15413309.030613,0.0,False,False
sess_1890,220,2026-01-16 06:54:43.222317,2026-01-16 06:54:43.222317,1,0,1,0,1,0.0,0.0,False,False
sess_1891,303,2025-10-06 20:20:45.228610,2025-10-06 20:20:45.228610,1,0,1,0,1,0.0,0.0,False,False
sess_1892,675,2025-07-06 00:16:55.203543,2026-04-09 13:36:59.240934,5,0,3,2,5,23980804.037391,0.0,False,False
sess_1893,771,2026-03-14 11:12:08.183414,2026-05-16 23:07:16.212022,2,0,0,2,2,5486108.028608,0.0,True,False
sess_1894,533,2025-08-28 05:26:24.186925,2026-05-11 09:43:00.228610,3,2,1,0,3,22133796.041685,0.5,False,False
sess_1895,617,2025-06-13 08:04:17.235934,2025-11-11 16:26:04.186925,2,1,1,0,2,13076506.950991,1.0,False,False
sess_1896,326,2025-09-10 10:52:09.228610,2026-04-17 21:17:03.228610,4,1,1,2,4,18959094.0,1.0,False,False
sess_1897,165,2025-10-04 21:07:59.222317,2026-02-22 09:51:26.186925,3,1,2,0,3,12141806.964608,2.0,False,False
sess_1898,902,2026-01-18 03:46:54.254569,2026-04-12 01:50:07.237113,2,1,1,0,2,7250592.982544,1.0,False,False
sess_1899,878,2025-09-13 23:12:15.228610,2025-09-13 23:12:15.228610,1,0,0,1,1,0.0,0.0,True,False
sess_19,456,2025-09-07 11:55:37.237113,2025-11-11 06:13:11.222317,2,0,1,1,2,5595453.985204,0.0,False,False
sess_190,940,2025-11-28 07:12:48.212022,2025-11-28 07:12:48.212022,1,0,0,1,1,0.0,0.0,True,False
sess_1900,1041,2025-07-27 10:39:16.207677,2025-07-27 10:39:16.207677,1,0,1,0,1,0.0,0.0,False,False
sess_1901,490,2025-07-24 01:50:58.242937,2025-11-24 02:33:14.219548,3,1,1,1,3,10629735.976611,1.0,False,False
sess_1902,135,2025-08-08 14:26:09.245946,2026-05-20 11:49:42.249957,5,1,1,3,5,24614613.004011,1.0,False,False
sess_1903,835,2025-10-31 23:19:07.224321,2026-05-13 17:51:13.209185,4,0,1,3,4,16741925.984864,0.0,False,False
sess_1904,356,2026-04-27 09:42:59.242937,2026-04-27 09:42:59.242937,1,0,1,0,1,0.0,0.0,False,False
sess_1905,709,2025-10-17 06:04:25.240934,2025-10-17 06:04:25.240934,1,0,1,0,1,0.0,0.0,False,False
sess_1906,65,2025-11-22 09:31:20.212022,2026-06-06 08:02:36.226324,3,0,1,2,3,16929076.014302,0.0,False,False
sess_1907,159,2025-11-20 09:24:36.228610,2026-05-20 02:53:35.218542,4,1,1,2,4,15614938.989932,1.0,False,False
sess_1908,756,2025-07-16 03:32:00.253968,2026-05-15 05:28:05.222317,4,2,1,1,4,26186164.968349,0.5,False,False
sess_1909,1072,2025-10-16 05:24:42.243940,2026-01-04 04:29:09.238931,2,1,0,1,2,6908666.994991,0.0,True,False
sess_191,259,2025-07-14 15:47:31.181409,2026-01-31 08:10:38.240934,3,2,1,0,3,17338987.059525,0.5,False,False
sess_1911,69,2026-03-27 23:52:35.186925,2026-04-19 18:18:52.178635,2,1,1,0,2,1967176.99171,1.0,False,False
sess_1912,312,2025-06-14 10:36:14.203543,2025-07-03 21:15:54.249957,2,1,0,1,2,1679980.046414,0.0,True,False
sess_1913,963,2025-09-08 14:33:25.186925,2026-06-08 11:06:30.251960,2,1,0,1,2,23574785.065035,0.0,True,False
sess_1914,580,2025-07-17 00:57:30.186925,2026-01-20 00:46:23.212022,2,1,0,1,2,16156133.025097,0.0,True,False
sess_1915,220,2026-03-21 17:47:25.181409,2026-03-21 17:47:25.181409,1,0,1,0,1,0.0,0.0,False,False
sess_1916,928,2025-10-08 20:42:11.251960,2025-10-08 20:42:11.251960,1,0,1,0,1,0.0,0.0,False,False
sess_1917,966,2026-04-04 16:35:22.186925,2026-04-04 16:35:22.186925,1,0,1,0,1,0.0,0.0,False,False
sess_1918,194,2025-08-01 07:18:43.222317,2025-10-07 12:21:16.216529,2,1,1,0,2,5806952.994212,1.0,False,False
sess_192,394,2025-07-06 07:17:13.207677,2025-07-06 07:17:13.207677,1,0,1,0,1,0.0,0.0,False,False
sess_1921,37,2025-08-13 10:13:29.186925,2026-06-08 00:52:17.224321,4,0,3,1,4,25799928.037396,0.0,False,False
sess_1922,1076,2025-09-12 05:26:56.238931,2026-05-14 02:35:16.222317,3,0,1,2,3,21071299.983386,0.0,False,False
sess_1923,682,2025-07-18 14:08:18.216529,2025-12-30 17:30:22.186925,3,0,0,3,3,14268123.970396,0.0,True,False
sess_1924,965,2025-10-29 04:13:58.186925,2025-10-29 04:13:58.186925,1,0,0,1,1,0.0,0.0,True,False
sess_1925,1050,2026-05-23 03:02:46.219548,2026-05-23 03:02:46.219548,1,1,0,0,1,0.0,0.0,False,False
sess_1926,713,2026-02-04 11:05:43.222317,2026-05-27 07:31:22.178635,2,0,0,2,2,9663938.956318,0.0,True,False
sess_1928,761,2026-04-26 06:15:49.186925,2026-04-26 06:15:49.186925,1,0,0,1,1,0.0,0.0,True,False
sess_1929,533,2025-09-03 13:44:10.186925,2026-01-11 02:45:13.240934,2,1,1,0,2,11192463.054009,1.0,False,False
sess_193,993,2025-07-07 14:12:39.240934,2025-09-21 11:16:47.228610,2,1,1,0,2,6555847.987676,1.0,False,False
sess_1930,946,2026-03-05 17:02:21.216529,2026-03-05 17:02:21.216529,1,1,0,0,1,0.0,0.0,False,False
sess_1932,1,2026-05-08 17:16:27.247953,2026-06-09 16:43:05.240934,2,0,0,2,2,2762797.992981,0.0,True,False
sess_1933,301,2025-07-02 13:03:28.186925,2026-06-05 08:31:16.186925,7,2,2,3,7,29186868.0,1.0,False,False
sess_1934,236,2025-06-14 04:12:37.226324,2025-06-14 04:12:37.226324,1,0,0,1,1,0.0,0.0,True,False
sess_1935,647,2025-08-09 13:09:02.245946,2026-06-09 03:30:58.195433,4,1,1,2,4,26230915.949487,1.0,False,False
sess_1936,241,2025-07-20 11:23:50.242937,2026-03-31 22:26:10.186925,2,1,0,1,2,21985339.943988,0.0,True,False
sess_1938,758,2026-04-22 00:51:27.181409,2026-04-23 19:51:55.178635,2,0,1,1,2,154827.997226,0.0,False,False
sess_1939,1048,2025-08-03 09:16:29.251960,2026-06-11 06:26:25.178635,3,0,3,0,3,26946595.926675,0.0,False,False
sess_194,533,2026-03-01 06:58:43.224321,2026-06-07 23:28:59.186925,2,0,2,0,2,8526615.962604,0.0,False,False
sess_1940,1002,2026-01-28 11:51:50.186925,2026-01-28 11:51:50.186925,1,0,0,1,1,0.0,0.0,True,False
sess_1942,90,2025-06-28 08:29:56.183414,2026-06-07 21:30:50.222317,4,2,0,2,4,29768454.038903,0.0,True,False
sess_1943,989,2025-12-24 20:36:18.183414,2025-12-24 20:36:18.183414,1,0,1,0,1,0.0,0.0,False,False
sess_1944,1033,2025-09-13 12:31:40.251960,2025-09-13 12:31:40.251960,1,0,1,0,1,0.0,0.0,False,False
sess_1945,977,2026-01-15 17:36:46.224321,2026-01-15 17:36:46.224321,1,1,0,0,1,0.0,0.0,False,False
sess_1946,880,2025-12-17 21:53:43.197951,2026-06-10 09:35:10.228610,2,1,1,0,2,15075687.030659,1.0,False,False
sess_1947,1014,2025-11-24 13:58:58.251960,2026-03-25 17:01:38.212022,3,1,1,1,3,10465359.960062,1.0,False,False
sess_1948,125,2025-06-24 04:57:27.245946,2025-10-14 02:21:15.183414,2,1,1,0,2,9667427.937468,1.0,False,False
sess_1949,578,2025-09-08 17:37:15.228610,2026-05-30 04:32:39.211509,2,1,0,1,2,22762523.982899,0.0,True,False
sess_195,587,2025-07-25 20:45:16.218542,2026-05-26 16:11:46.214026,4,0,2,2,4,26335589.995484,0.0,False,False
sess_1950,201,2025-07-23 03:26:01.178635,2026-02-21 18:18:59.228610,4,1,3,0,4,18456778.049975,3.0,False,False
sess_1951,755,2026-06-02 02:59:39.197951,2026-06-02 02:59:39.197951,1,1,0,0,1,0.0,0.0,False,False
sess_1953,461,2025-12-05 06:29:24.199974,2025-12-05 06:29:24.199974,1,1,0,0,1,0.0,0.0,False,False
sess_1954,541,2025-08-28 12:11:41.216529,2026-04-26 02:32:36.216529,5,5,0,0,5,20787655.0,0.0,False,False
sess_1955,646,2025-07-07 22:26:06.199974,2025-09-15 15:18:15.186925,2,0,2,0,2,6022328.986951,0.0,False,False
sess_1956,155,2025-07-30 07:35:18.186925,2026-05-18 01:49:12.228610,6,5,0,1,6,25208034.041685,0.0,True,False
sess_1957,218,2025-10-03 07:40:01.235934,2025-11-02 05:54:58.181409,2,0,2,0,2,2585696.945475,0.0,False,False
sess_1958,332,2026-02-22 04:56:14.249957,2026-02-22 04:56:14.249957,1,1,0,0,1,0.0,0.0,False,False
sess_1959,159,2025-12-24 02:02:59.207677,2025-12-25 00:05:39.186925,2,0,0,2,2,79359.979248,0.0,True,False
sess_196,1024,2025-07-01 04:03:13.228610,2026-03-09 11:20:56.238931,4,0,0,4,4,21712663.010321,0.0,True,False
sess_1960,187,2025-08-22 17:20:33.195433,2026-05-03 17:42:41.245946,3,1,1,1,3,21946928.050513,1.0,False,False
sess_1961,10,2025-07-24 15:37:58.178635,2025-07-31 19:19:52.251960,3,2,0,1,3,618114.073325,0.0,True,False
sess_1962,414,2025-07-11 12:38:02.209185,2025-10-24 06:44:53.247953,3,0,1,2,3,9050811.038768,0.0,False,False
sess_1963,950,2025-06-26 05:29:36.219548,2025-10-02 14:58:18.235934,2,0,2,0,2,8501322.016386,0.0,False,False
sess_1964,449,2025-06-27 13:23:49.228610,2025-08-07 10:39:50.228610,3,2,0,1,3,3532561.0,0.0,True,False
sess_1966,1030,2025-11-17 06:31:29.186925,2026-03-28 03:11:14.186925,2,0,0,2,2,11306385.0,0.0,True,False
sess_1967,4,2025-06-14 14:40:20.186925,2026-05-22 14:21:18.235934,2,2,0,0,2,29547658.049009,0.0,False,False
sess_1968,604,2025-08-26 02:33:58.212022,2025-08-26 02:33:58.212022,1,1,0,0,1,0.0,0.0,False,False
