product_id,product_name,category,price
1049,Difference,Clothing,445.02
1050,Purpose,Books,475.86
1051,Including,Sports,208.82
1052,Force,Books,
1053,Box,Home,311.5
1054,Person,Electronics,311.57
1055,Seat,Sports,157.14
1056,Practice,Electronics,
1057,Serve,Books,196.5
1058,Choice,Electronics,207.63
1059,Film,Clothing,469.37
1060,Whether,Books,189.18
1061,Center,Sports,
1062,Woman,Books,45.04
1063,Treat,Books,244.7
1064,Attorney,Clothing,400.96
1065,Ok,Clothing,368.35
1066,White,Sports,73.43
1067,Challenge,Clothing,337.93
1068,Along,Books,
1069,Wonder,Sports,355.19
1070,Cup,Sports,434.15
1071,Set,Clothing,485.92
1072,Western,Clothing,226.12
1073,Herself,Clothing,
1074,Stop,Books,156.61
1075,Boy,Electronics,215.46
1076,My,Electronics,
1077,Health,Sports,287.91
1078,Night,Clothing,317.4
1079,Someone,Books,24.86
1080,Whose,Books,83.9
1081,If,Clothing,180.92
1082,Show,Sports,38.7
1083,Production,Clothing,428.28
1084,Bad,Home,11.29
1085,Identify,Electronics,390.08
1086,Certain,Electronics,464.39
1087,Once,Electronics,315.3
1088,Stuff,Clothing,
1089,Although,Books,22.14
1090,Full,Clothing,244.67
1091,Mention,Sports,474.38
1092,Year,Sports,223.23
1093,Leg,Books,383.0
1094,Research,Clothing,398.51
1095,Clearly,Clothing,192.28
1096,Owner,Sports,464.23
1097,Expert,Electronics,37.59
1098,Other,Books,301.06
1099,Watch,Sports,175.92
1100,Might,Books,459.68
