log_id,user_id,product_id,session_id,action,timestamp,is_valid_action
1973,763,648,sess_1516,view,2025-07-30 19:32:40.186925,True
5925,59,375,sess_1516,add_to_cart,2025-12-30 20:43:36.214026,True
12120,960,108,sess_1516,add_to_cart,2026-01-23 15:25:03.240934,True
10878,944,381,sess_1516,purchase,2026-04-04 12:53:43.228610,True
1761,384,625,sess_1516,view,2026-04-29 07:22:47.186925,True
11935,707,844,sess_1517,add_to_cart,2026-06-09 03:47:55.238931,True
91,969,908,sess_1519,purchase,2025-10-06 21:44:57.178635,True
869,1035,695,sess_1519,purchase,2026-05-04 04:25:36.181409,True
2282,239,697,sess_152,purchase,2025-10-17 08:04:48.186925,True
5230,735,236,sess_152,purchase,2026-04-11 21:27:07.209185,True
14378,1068,177,sess_1520,view,2025-10-28 15:07:24.249957,True
12497,608,413,sess_1521,purchase,2026-02-10 12:52:18.240934,True
7177,37,467,sess_1522,purchase,2026-05-23 07:03:21.218542,True
13295,839,840,sess_1523,view,2025-06-30 15:17:39.245946,True
12866,1000,34,sess_1525,add_to_cart,2025-07-18 03:18:10.242937,True
741,343,259,sess_1525,view,2025-12-25 22:15:39.181409,True
4415,1054,239,sess_1526,add_to_cart,2025-07-17 18:02:30.203543,True
11653,208,1028,sess_1528,view,2025-09-08 08:13:32.238931,True
10016,487,736,sess_1528,add_to_cart,2026-04-19 10:33:35.228610,True
11763,994,5,sess_1529,add_to_cart,2025-09-18 05:41:24.238931,True
6561,379,547,sess_1529,add_to_cart,2025-10-14 09:53:53.216529,True
10091,518,854,sess_153,view,2025-11-16 12:36:24.228610,True
2537,798,874,sess_153,add_to_cart,2026-03-07 00:59:49.186925,True
2936,646,150,sess_1530,view,2025-06-26 02:45:46.186925,True
9917,224,125,sess_1530,add_to_cart,2025-09-28 13:03:28.228610,True
14461,407,996,sess_1530,view,2026-02-01 16:10:23.249957,True
2705,837,333,sess_1530,view,2026-02-06 04:14:10.186925,True
13952,556,426,sess_1531,view,2025-06-14 06:38:33.247953,True
12912,171,520,sess_1531,add_to_cart,2025-11-25 12:07:34.243940,True
9387,180,569,sess_1531,add_to_cart,2025-12-28 03:47:57.228610,True
2131,256,493,sess_1532,add_to_cart,2025-09-17 18:40:52.186925,True
12371,198,29,sess_1532,view,2026-04-14 09:56:32.240934,True
1345,233,1010,sess_1533,purchase,2025-10-27 17:11:12.183414,True
12523,808,394,sess_1533,add_to_cart,2026-04-06 09:10:07.240934,True
14927,318,729,sess_1535,purchase,2026-06-07 09:24:57.253968,True
14027,56,871,sess_1537,add_to_cart,2025-11-24 13:55:47.247953,True
2990,955,792,sess_1537,view,2026-05-10 02:04:13.186925,True
8689,634,329,sess_154,purchase,2025-06-27 23:17:39.226324,True
13931,313,851,sess_154,view,2025-11-05 16:24:19.247953,True
3172,736,579,sess_154,view,2025-12-05 06:00:21.186925,True
3905,237,1090,sess_154,view,2025-12-20 07:58:08.197951,True
13899,834,594,sess_154,purchase,2026-02-15 18:17:12.247953,True
2394,595,1049,sess_1540,purchase,2025-06-11 17:57:23.186925,True
2261,25,920,sess_1540,purchase,2025-06-13 07:03:58.186925,True
14308,584,300,sess_1540,add_to_cart,2025-07-24 18:25:01.249957,True
12545,54,880,sess_1540,view,2025-08-02 21:39:59.240934,True
2314,695,148,sess_1540,add_to_cart,2026-04-01 10:35:49.186925,True
10214,574,602,sess_1540,add_to_cart,2026-05-29 11:41:34.228610,True
14906,809,970,sess_1542,add_to_cart,2026-01-08 01:46:47.253968,True
5601,204,238,sess_1542,view,2026-02-04 15:56:29.212022,True
12048,459,135,sess_1542,purchase,2026-06-01 00:10:39.238931,True
6192,534,1076,sess_1543,add_to_cart,2025-07-06 02:43:40.214026,True
4034,928,214,sess_1543,add_to_cart,2025-12-17 07:29:05.197951,True
5085,942,436,sess_1543,add_to_cart,2026-03-07 23:14:11.209185,True
8633,358,1019,sess_1543,add_to_cart,2026-06-01 05:24:55.226324,True
11591,111,816,sess_1544,purchase,2025-10-14 22:38:22.237113,True
9540,964,97,sess_1544,purchase,2025-12-27 22:46:04.228610,True
2039,738,901,sess_1544,add_to_cart,2026-04-22 09:06:59.186925,True
8766,656,429,sess_1545,add_to_cart,2025-07-09 00:52:50.226324,True
6950,344,648,sess_1545,purchase,2025-07-17 07:22:19.216529,True
2817,72,239,sess_1545,view,2025-08-29 23:56:22.186925,True
5631,109,405,sess_1545,purchase,2025-10-05 06:37:01.212022,True
5889,850,977,sess_1545,view,2026-02-14 12:06:03.214026,True
11053,835,240,sess_1545,purchase,2026-03-30 02:33:30.235934,True
10759,106,218,sess_1546,purchase,2025-07-26 23:59:05.228610,True
4712,735,899,sess_1546,purchase,2026-03-23 06:41:31.207677,True
10146,707,231,sess_1547,view,2025-08-01 09:49:36.228610,True
11373,647,1099,sess_1547,purchase,2026-03-15 01:43:11.237113,True
13096,898,544,sess_1547,purchase,2026-06-10 03:33:46.243940,True
1213,993,544,sess_1548,add_to_cart,2025-12-06 04:56:19.183414,True
14249,400,516,sess_1549,add_to_cart,2026-01-25 05:00:33.249957,True
7010,191,500,sess_1549,purchase,2026-03-10 05:38:10.218542,True
12069,137,778,sess_1549,purchase,2026-04-09 17:41:41.238931,True
13609,619,471,sess_155,purchase,2025-10-15 03:34:50.247953,True
3579,967,554,sess_155,purchase,2025-12-21 03:12:08.186925,True
12563,100,624,sess_155,add_to_cart,2026-01-28 02:44:53.240934,True
13988,81,4,sess_1551,view,2025-06-19 17:13:11.247953,True
1676,888,876,sess_1551,add_to_cart,2025-07-24 12:14:10.185418,True
4768,460,187,sess_1552,add_to_cart,2025-07-10 06:53:12.209185,True
864,267,979,sess_1552,purchase,2025-09-30 04:44:26.181409,True
9655,734,1040,sess_1552,purchase,2026-05-20 15:45:24.228610,True
13172,285,824,sess_1553,add_to_cart,2026-03-09 19:29:19.245946,True
8090,1026,929,sess_1553,add_to_cart,2026-03-09 23:05:12.224321,True
697,299,1052,sess_1553,add_to_cart,2026-05-24 00:55:51.181409,True
4830,12,440,sess_1554,add_to_cart,2025-07-14 09:43:12.209185,True
971,610,380,sess_1554,purchase,2026-03-09 21:29:08.183414,True
8249,843,579,sess_1555,view,2026-06-06 19:55:37.224321,True
9123,1090,529,sess_1556,view,2025-10-26 11:21:17.228610,True
1425,560,360,sess_1557,view,2025-09-17 14:57:23.183414,True
9255,106,335,sess_1557,purchase,2026-03-23 16:57:15.228610,True
6733,927,518,sess_1558,purchase,2025-08-15 19:52:27.216529,True
9795,471,52,sess_1558,purchase,2026-06-06 19:12:54.228610,True
3005,811,74,sess_1559,view,2025-07-31 19:50:54.186925,True
8652,659,255,sess_1559,purchase,2026-02-03 18:28:24.226324,True
10330,372,1032,sess_156,purchase,2025-07-18 07:12:35.228610,True
14936,22,232,sess_156,view,2026-03-07 21:07:34.253968,True
4748,74,462,sess_1560,add_to_cart,2026-02-18 07:39:05.209185,True
11877,739,24,sess_1561,view,2025-07-09 17:32:21.238931,True
10323,311,542,sess_1561,purchase,2025-07-16 09:40:08.228610,True
14672,193,612,sess_1562,purchase,2025-11-13 01:10:31.251960,True
173,578,795,sess_1562,add_to_cart,2026-03-29 02:11:15.178635,True
9004,774,881,sess_1564,add_to_cart,2026-02-22 00:24:21.227826,True
4279,942,1071,sess_1564,purchase,2026-03-17 05:28:25.202536,True
2342,201,111,sess_1564,add_to_cart,2026-04-27 12:35:34.186925,True
3542,872,502,sess_1564,purchase,2026-04-28 21:56:46.186925,True
13304,255,80,sess_1565,view,2025-07-10 07:35:09.245946,True
1552,1059,233,sess_1566,view,2026-01-03 11:44:44.185418,True
11090,581,892,sess_1566,purchase,2026-01-04 18:21:52.235934,True
4828,270,417,sess_1566,view,2026-01-09 06:18:27.209185,True
4510,478,130,sess_1567,purchase,2025-07-25 07:06:34.203543,True
2347,854,597,sess_1567,view,2025-08-05 23:04:12.186925,True
2545,32,394,sess_1569,add_to_cart,2025-09-09 16:50:27.186925,True
6646,229,912,sess_157,add_to_cart,2025-12-01 02:01:40.216529,True
1520,821,728,sess_1570,view,2025-11-16 13:31:13.185418,True
14412,1009,746,sess_1570,add_to_cart,2026-03-05 20:56:17.249957,True
6656,925,925,sess_1570,add_to_cart,2026-05-11 22:05:41.216529,True
4641,622,906,sess_1571,purchase,2025-07-09 06:07:58.207677,True
1490,629,354,sess_1571,purchase,2026-04-25 22:10:40.185418,True
13043,493,358,sess_1572,add_to_cart,2025-08-06 11:05:43.243940,True
7723,985,454,sess_1572,view,2025-12-28 10:49:26.222317,True
3731,1010,222,sess_1573,view,2026-05-13 07:56:12.195433,True
14730,973,901,sess_1573,add_to_cart,2026-06-01 19:03:52.251960,True
12076,590,192,sess_1574,purchase,2025-07-20 04:31:00.238931,True
5654,132,683,sess_1575,purchase,2025-07-08 06:56:46.212022,True
14024,65,191,sess_1575,add_to_cart,2025-07-18 04:56:37.247953,True
2992,221,745,sess_1576,add_to_cart,2026-05-18 23:08:53.186925,True
11857,320,622,sess_1577,add_to_cart,2025-08-01 16:30:40.238931,True
7076,493,910,sess_1577,purchase,2026-01-13 00:08:33.218542,True
6305,569,435,sess_1577,add_to_cart,2026-03-18 18:56:44.214026,True
14687,403,1007,sess_1578,purchase,2026-03-10 07:07:43.251960,True
6795,390,701,sess_1579,purchase,2025-07-10 00:37:14.216529,True
9040,758,339,sess_1579,purchase,2025-09-01 12:28:04.227826,True
11028,1094,688,sess_1579,add_to_cart,2026-03-26 19:18:42.235934,True
13427,493,71,sess_158,purchase,2025-08-27 01:29:59.245946,True
6105,751,271,sess_158,purchase,2025-12-13 05:12:29.214026,True
13433,168,620,sess_1580,purchase,2025-07-20 19:21:30.245946,True
3351,338,402,sess_1580,purchase,2026-02-01 13:42:29.186925,True
11925,803,483,sess_1581,view,2025-11-22 13:38:47.238931,True
4524,44,198,sess_1582,purchase,2025-10-20 22:06:36.203543,True
7337,654,455,sess_1583,add_to_cart,2025-07-30 02:53:18.219548,True
4751,589,1069,sess_1583,view,2025-10-08 15:36:46.209185,True
7316,430,628,sess_1585,add_to_cart,2025-10-22 00:05:16.219548,True
14151,8,950,sess_1586,add_to_cart,2025-07-22 18:20:49.249957,True
12321,90,207,sess_1586,view,2026-02-21 03:15:35.240934,True
799,586,521,sess_1586,view,2026-03-24 16:31:02.181409,True
2947,483,911,sess_1587,add_to_cart,2026-04-07 06:13:56.186925,True
833,782,1094,sess_1587,add_to_cart,2026-05-30 12:56:15.181409,True
12223,975,670,sess_1588,purchase,2025-11-04 20:26:30.240934,True
7923,290,50,sess_1588,view,2026-01-27 06:14:51.222317,True
2599,662,259,sess_1588,add_to_cart,2026-02-05 04:13:19.186925,True
3851,65,996,sess_1588,view,2026-05-28 12:51:15.197951,True
1204,596,49,sess_1589,view,2025-07-04 21:00:43.183414,True
8332,126,748,sess_159,view,2025-07-28 18:15:40.224321,True
14428,251,1044,sess_159,add_to_cart,2025-08-20 20:15:41.249957,True
5058,481,524,sess_159,view,2026-05-31 15:00:21.209185,True
3458,460,649,sess_1590,add_to_cart,2025-07-17 05:40:02.186925,True
9415,15,255,sess_1590,view,2025-09-14 04:28:34.228610,True
5848,569,618,sess_1590,view,2025-10-18 09:52:04.214026,True
7816,469,153,sess_1590,purchase,2026-01-12 06:56:05.222317,True
521,104,176,sess_1591,view,2026-05-25 23:01:23.181409,True
1751,95,877,sess_1593,purchase,2025-07-19 08:28:29.186925,True
5890,778,656,sess_1593,view,2025-08-27 11:40:25.214026,True
11407,63,460,sess_1593,view,2026-01-23 04:20:48.237113,True
846,700,469,sess_1594,purchase,2025-12-29 19:18:59.181409,True
6101,693,481,sess_1594,add_to_cart,2026-01-02 06:37:03.214026,True
13597,83,25,sess_1595,purchase,2025-06-20 02:18:04.247953,True
9731,947,607,sess_1595,purchase,2025-07-25 12:29:15.228610,True
11536,545,850,sess_1595,purchase,2026-03-14 23:28:36.237113,True
6469,741,101,sess_1595,add_to_cart,2026-05-31 22:47:26.214026,True
2161,965,378,sess_1596,purchase,2025-10-12 05:44:30.186925,True
12546,750,576,sess_1596,purchase,2025-12-14 03:22:21.240934,True
4977,1012,668,sess_1596,view,2026-01-21 23:24:54.209185,True
3288,62,968,sess_1597,purchase,2025-07-07 20:03:32.186925,True
4356,858,712,sess_1597,view,2025-11-08 12:24:19.203543,True
6803,1032,87,sess_1597,view,2026-03-16 04:19:49.216529,True
10185,56,1099,sess_1597,view,2026-04-22 10:16:55.228610,True
12167,608,569,sess_1597,view,2026-05-13 14:14:10.240934,True
6908,930,976,sess_1598,add_to_cart,2025-07-19 19:25:22.216529,True
7266,11,716,sess_1598,purchase,2025-08-11 12:53:27.219548,True
14689,254,160,sess_1598,add_to_cart,2026-06-02 18:12:12.251960,True
7479,17,329,sess_1599,purchase,2025-08-09 02:09:40.219548,True
981,943,350,sess_1599,add_to_cart,2025-08-15 13:18:20.183414,True
13411,926,626,sess_1599,add_to_cart,2025-09-05 18:49:09.245946,True
10307,543,415,sess_1599,view,2025-12-03 16:17:57.228610,True
3098,6,513,sess_1599,purchase,2025-12-19 03:17:14.186925,True
10653,105,107,sess_1599,add_to_cart,2026-04-05 11:43:55.228610,True
4087,649,290,sess_16,add_to_cart,2025-08-31 16:57:59.199974,True
5992,1059,638,sess_1600,add_to_cart,2025-09-28 20:44:41.214026,True
14477,107,148,sess_1600,purchase,2025-12-29 15:09:50.249957,True
4986,704,1052,sess_1600,add_to_cart,2026-04-27 08:38:22.209185,True
2238,397,945,sess_1602,add_to_cart,2025-09-19 01:25:00.186925,True
2361,867,468,sess_1602,purchase,2025-09-26 01:55:32.186925,True
9520,628,762,sess_1603,purchase,2026-01-26 02:45:14.228610,True
8142,223,964,sess_1603,purchase,2026-01-29 13:13:36.224321,True
5214,464,248,sess_1603,add_to_cart,2026-03-15 14:58:23.209185,True
244,222,201,sess_1604,purchase,2025-07-13 20:08:03.178635,True
6243,314,17,sess_1604,add_to_cart,2025-09-18 04:00:25.214026,True
4292,582,358,sess_1604,add_to_cart,2025-10-03 01:37:01.202536,True
1375,430,375,sess_1605,purchase,2025-08-14 15:38:52.183414,True
10958,108,590,sess_1606,purchase,2025-11-10 13:26:27.235934,True
4412,646,177,sess_1607,purchase,2025-06-22 02:44:51.203543,True
12220,126,736,sess_1607,add_to_cart,2025-08-30 08:23:03.240934,True
3120,752,369,sess_1607,view,2026-01-30 04:31:33.186925,True
13561,687,153,sess_1607,view,2026-03-20 09:30:01.247953,True
13674,578,587,sess_1608,purchase,2025-09-06 14:31:45.247953,True
2959,955,966,sess_1608,purchase,2026-05-03 00:33:21.186925,True
11111,474,407,sess_1609,view,2025-10-08 20:50:45.235934,True
8567,554,5,sess_161,purchase,2026-01-09 11:25:33.224321,True
12341,676,266,sess_161,add_to_cart,2026-05-04 13:40:29.240934,True
9613,636,939,sess_1610,view,2025-10-05 15:29:57.228610,True
12208,641,56,sess_1610,view,2026-03-19 20:40:08.240934,True
12081,934,40,sess_1611,add_to_cart,2025-06-23 17:40:08.238931,True
5818,39,171,sess_1611,add_to_cart,2025-08-25 23:17:07.212022,True
7190,393,994,sess_1611,purchase,2026-03-09 06:49:09.218542,True
2072,160,212,sess_1611,purchase,2026-04-11 01:37:08.186925,True
6257,327,459,sess_1611,view,2026-05-04 08:31:05.214026,True
3340,790,584,sess_1612,add_to_cart,2025-12-26 06:49:25.186925,True
8702,48,56,sess_1612,view,2026-04-01 15:19:25.226324,True
5529,798,608,sess_1612,add_to_cart,2026-05-31 00:36:11.212022,True
9392,111,996,sess_1613,view,2025-10-23 23:03:01.228610,True
2571,1092,933,sess_1613,view,2026-04-23 07:48:44.186925,True
13413,514,243,sess_1614,add_to_cart,2025-07-27 19:15:35.245946,True
6613,158,91,sess_1614,purchase,2025-08-18 12:44:21.216529,True
8134,815,280,sess_1614,add_to_cart,2025-08-31 11:37:53.224321,True
2415,654,211,sess_1614,add_to_cart,2026-02-14 12:00:24.186925,True
2386,1004,537,sess_1615,purchase,2025-10-13 10:46:04.186925,True
1937,264,827,sess_1615,purchase,2026-03-04 03:57:05.186925,True
12491,749,269,sess_1616,add_to_cart,2025-06-21 10:34:12.240934,True
10630,649,365,sess_1617,purchase,2025-10-27 23:53:26.228610,True
13353,59,954,sess_1617,add_to_cart,2026-03-18 06:16:47.245946,True
7352,28,488,sess_1618,view,2025-11-06 16:34:58.219548,True
1373,421,1022,sess_1618,add_to_cart,2026-04-11 03:04:21.183414,True
9447,285,886,sess_1619,view,2025-09-14 02:24:31.228610,True
2787,4,338,sess_1619,add_to_cart,2026-01-18 11:13:27.186925,True
1748,857,271,sess_1619,purchase,2026-06-05 06:35:20.186925,True
9152,122,569,sess_162,add_to_cart,2025-12-06 18:11:51.228610,True
12160,15,397,sess_162,add_to_cart,2025-12-31 14:57:13.240934,True
1257,461,777,sess_162,add_to_cart,2026-04-25 16:47:28.183414,True
12361,885,588,sess_162,purchase,2026-05-13 05:57:41.240934,True
2885,209,922,sess_162,view,2026-06-04 20:07:39.186925,True
1674,645,952,sess_1620,view,2025-07-26 22:06:24.185418,True
14072,600,225,sess_1620,view,2026-02-05 01:49:15.249957,True
9037,271,421,sess_1621,view,2025-12-27 22:45:36.227826,True
12873,127,1097,sess_1622,add_to_cart,2025-11-15 11:23:55.242937,True
471,215,993,sess_1624,purchase,2025-12-24 16:31:14.181409,True
11456,34,201,sess_1624,view,2025-12-25 22:07:00.237113,True
9880,808,728,sess_1625,view,2025-11-20 22:31:06.228610,True
14363,522,868,sess_1625,purchase,2026-06-10 10:03:05.249957,True
273,730,707,sess_1626,purchase,2026-05-15 05:27:00.178635,True
13713,586,177,sess_1627,purchase,2025-07-01 08:30:50.247953,True
13972,918,945,sess_1629,purchase,2025-08-28 04:58:07.247953,True
5919,910,1017,sess_1629,add_to_cart,2025-11-16 01:47:04.214026,True
4298,629,785,sess_1629,add_to_cart,2026-04-15 00:19:39.202536,True
927,258,880,sess_1629,view,2026-06-05 15:55:02.181409,True
504,777,917,sess_163,view,2025-07-07 05:50:03.181409,True
6586,317,744,sess_163,purchase,2025-08-10 13:57:21.216529,True
9693,141,1012,sess_163,add_to_cart,2025-12-16 10:50:45.228610,True
980,377,726,sess_1630,add_to_cart,2026-01-11 09:38:28.183414,True
14069,276,180,sess_1630,view,2026-06-04 18:34:48.249957,True
14820,468,1027,sess_1631,view,2025-06-12 04:15:34.251960,True
1550,998,244,sess_1631,purchase,2026-04-10 01:14:07.185418,True
4901,281,1047,sess_1632,purchase,2026-04-21 15:27:07.209185,True
2890,328,931,sess_1633,purchase,2025-06-15 13:52:25.186925,True
4808,481,608,sess_1633,purchase,2025-08-30 11:53:15.209185,True
1892,713,930,sess_1634,view,2025-06-15 00:17:43.186925,True
13542,969,1057,sess_1634,purchase,2025-07-17 04:17:15.245946,True
4465,147,229,sess_1634,view,2025-10-30 23:59:56.203543,True
8154,1019,44,sess_1635,view,2025-11-25 01:14:00.224321,True
3246,836,1092,sess_1636,add_to_cart,2025-06-21 09:46:32.186925,True
8814,856,301,sess_1636,add_to_cart,2025-07-26 13:57:17.226324,True
1968,257,463,sess_1637,add_to_cart,2025-07-26 05:05:54.186925,True
1057,1011,476,sess_1638,add_to_cart,2025-09-19 05:37:04.183414,True
9604,13,972,sess_1638,view,2025-12-06 05:14:12.228610,True
8421,181,705,sess_1638,view,2026-02-13 23:49:34.224321,True
9305,17,904,sess_1638,purchase,2026-04-14 15:07:03.228610,True
13559,921,315,sess_1639,add_to_cart,2025-10-22 07:19:20.247953,True
11476,53,950,sess_1639,add_to_cart,2026-05-14 14:47:48.237113,True
12695,400,7,sess_164,add_to_cart,2026-03-15 01:59:21.242937,True
3469,369,631,sess_1640,view,2026-06-08 07:50:49.186925,True
11059,144,159,sess_1641,add_to_cart,2025-12-13 22:12:11.235934,True
8849,590,1058,sess_1642,view,2025-06-24 09:48:40.226324,True
12391,998,466,sess_1642,add_to_cart,2025-09-14 17:25:05.240934,True
1451,363,785,sess_1643,purchase,2026-03-08 06:21:10.183414,True
12975,289,843,sess_1644,view,2025-07-21 10:47:27.243940,True
2920,146,1070,sess_1644,add_to_cart,2026-03-06 03:06:44.186925,True
1142,910,470,sess_1644,purchase,2026-03-29 23:16:02.183414,True
5103,994,74,sess_1644,view,2026-04-18 22:47:59.209185,True
10164,167,47,sess_1644,view,2026-04-28 14:00:01.228610,True
14717,50,176,sess_1646,add_to_cart,2025-09-22 08:23:07.251960,True
52,143,795,sess_1646,purchase,2025-10-03 15:24:00.178635,True
12621,163,32,sess_1647,view,2025-07-08 22:58:40.240934,True
3865,682,201,sess_1647,view,2025-07-20 19:34:50.197951,True
13200,895,940,sess_1648,view,2025-06-22 09:57:08.245946,True
13019,779,464,sess_1648,view,2026-02-28 12:57:26.243940,True
14819,993,10,sess_165,view,2025-10-04 13:25:08.251960,True
539,958,167,sess_165,view,2026-05-06 03:25:27.181409,True
7905,961,399,sess_1650,purchase,2025-09-17 20:40:16.222317,True
6255,800,980,sess_1650,view,2025-10-25 03:02:08.214026,True
8741,131,531,sess_1651,purchase,2025-07-14 13:02:49.226324,True
13782,548,442,sess_1651,view,2025-07-19 16:00:22.247953,True
12771,514,825,sess_1651,purchase,2025-12-24 21:27:31.242937,True
1412,405,795,sess_1652,add_to_cart,2025-09-09 08:44:03.183414,True
9631,824,562,sess_1652,purchase,2025-09-20 01:46:18.228610,True
13116,856,761,sess_1653,purchase,2025-07-02 14:07:39.243940,True
1631,185,770,sess_1654,add_to_cart,2025-06-19 04:16:09.185418,True
11888,588,217,sess_1654,view,2025-08-24 23:33:18.238931,True
11123,977,142,sess_1654,purchase,2025-09-21 16:22:30.235934,True
1073,858,952,sess_1654,purchase,2026-04-24 05:40:45.183414,True
1188,733,132,sess_1655,add_to_cart,2025-07-01 01:27:24.183414,True
12026,1085,389,sess_1655,add_to_cart,2025-09-17 16:23:36.238931,True
1227,313,947,sess_1655,purchase,2026-03-27 01:00:56.183414,True
3829,171,740,sess_1655,purchase,2026-05-01 18:46:09.195433,True
3998,444,612,sess_1656,view,2025-08-04 05:16:05.197951,True
11709,960,686,sess_1656,purchase,2025-10-21 06:19:40.238931,True
10864,70,225,sess_1656,purchase,2025-12-16 22:42:06.228610,True
9587,658,118,sess_1657,add_to_cart,2025-07-24 07:29:01.228610,True
11297,871,39,sess_1657,purchase,2025-08-17 18:37:37.237113,True
6120,678,713,sess_1657,view,2026-03-09 07:16:57.214026,True
4266,329,317,sess_1658,purchase,2025-11-06 14:54:27.199974,True
7122,724,965,sess_1659,purchase,2025-09-02 08:29:31.218542,True
9545,981,864,sess_1659,add_to_cart,2025-09-02 19:26:06.228610,True
14919,841,773,sess_1659,view,2025-11-13 17:19:10.253968,True
7924,654,428,sess_1659,view,2025-12-10 21:37:19.222317,True
8039,541,979,sess_1659,view,2025-12-19 17:19:10.222317,True
12924,276,377,sess_166,add_to_cart,2025-10-24 22:36:37.243940,True
9869,378,449,sess_166,add_to_cart,2025-10-31 05:56:22.228610,True
3588,516,409,sess_1660,view,2025-08-03 17:21:42.186925,True
13804,653,879,sess_1660,add_to_cart,2025-08-12 07:35:22.247953,True
14037,88,721,sess_1660,add_to_cart,2026-05-13 21:08:43.247953,True
7483,245,353,sess_1661,purchase,2025-07-25 20:20:45.219548,True
3520,961,923,sess_1661,add_to_cart,2025-08-24 21:03:47.186925,True
14096,768,390,sess_1661,purchase,2026-02-16 02:44:49.249957,True
7456,248,405,sess_1661,purchase,2026-04-09 23:12:55.219548,True
638,44,530,sess_1662,view,2025-12-01 08:03:29.181409,True
12929,662,1080,sess_1662,view,2026-01-11 18:18:48.243940,True
560,966,355,sess_1662,add_to_cart,2026-02-27 07:38:44.181409,True
4330,1006,332,sess_1663,purchase,2025-11-09 00:35:12.202536,True
14106,470,1064,sess_1664,view,2025-11-15 08:52:08.249957,True
11701,697,924,sess_1664,add_to_cart,2026-04-15 23:42:48.238931,True
8717,110,45,sess_1665,add_to_cart,2025-06-18 14:40:09.226324,True
5311,757,796,sess_1665,view,2025-10-31 16:51:42.211509,True
5673,817,702,sess_1665,purchase,2025-11-27 00:55:30.212022,True
13802,1089,291,sess_1665,view,2026-01-13 11:12:09.247953,True
10506,30,343,sess_1665,view,2026-05-22 18:00:10.228610,True
4269,76,645,sess_1669,add_to_cart,2025-10-15 09:42:11.199974,True
14917,182,762,sess_1669,purchase,2026-03-30 20:56:50.253968,True
14902,379,565,sess_1669,add_to_cart,2026-06-03 11:59:14.253968,True
1655,782,1044,sess_167,add_to_cart,2025-09-06 01:42:39.185418,True
782,313,444,sess_167,add_to_cart,2026-02-09 17:28:48.181409,True
1124,731,1050,sess_167,view,2026-03-31 07:42:58.183414,True
12703,80,700,sess_1670,purchase,2025-10-11 01:05:29.242937,True
11085,955,892,sess_1670,add_to_cart,2025-11-25 20:34:08.235934,True
9824,550,1078,sess_1670,add_to_cart,2025-12-11 04:29:59.228610,True
12583,180,1011,sess_1670,view,2026-03-06 17:35:04.240934,True
8385,79,330,sess_1671,add_to_cart,2025-11-17 17:16:48.224321,True
9196,525,1016,sess_1673,purchase,2026-06-09 06:28:21.228610,True
3887,694,807,sess_1674,view,2025-07-05 07:58:21.197951,True
9121,213,503,sess_1675,add_to_cart,2025-10-31 08:33:56.228610,True
9782,860,413,sess_1675,add_to_cart,2026-05-13 04:47:19.228610,True
4594,274,913,sess_1675,view,2026-05-25 10:55:35.207677,True
6194,808,61,sess_1677,add_to_cart,2025-08-09 00:54:42.214026,True
5546,908,772,sess_1677,purchase,2025-08-27 02:21:17.212022,True
6650,736,132,sess_1677,view,2026-04-15 15:55:33.216529,True
12885,594,985,sess_1678,view,2025-07-03 00:39:04.242937,True
10819,937,503,sess_1679,add_to_cart,2025-09-25 09:01:21.228610,True
2522,379,205,sess_1679,add_to_cart,2026-02-06 16:57:58.186925,True
7012,649,182,sess_1679,view,2026-04-07 00:27:19.218542,True
8316,1005,351,sess_168,view,2026-04-19 03:18:33.224321,True
14741,345,433,sess_1680,view,2025-06-22 20:27:23.251960,True
9176,227,842,sess_1680,purchase,2025-06-30 12:11:09.228610,True
12125,434,129,sess_1680,purchase,2025-10-05 02:40:12.240934,True
9333,972,699,sess_1680,purchase,2026-06-11 22:03:15.228610,True
6477,402,413,sess_1682,add_to_cart,2025-09-09 16:32:50.214026,True
3618,309,147,sess_1682,view,2026-03-11 00:47:32.186925,True
4971,674,94,sess_1683,purchase,2025-08-11 10:18:24.209185,True
3852,114,480,sess_1683,view,2026-02-11 03:39:24.197951,True
2758,821,45,sess_1684,view,2025-07-09 12:44:31.186925,True
4486,1051,179,sess_1684,view,2025-10-01 09:28:30.203543,True
7669,109,670,sess_1684,add_to_cart,2025-10-14 06:04:50.222317,True
5367,126,625,sess_1684,add_to_cart,2026-01-15 18:46:25.212022,True
1509,1034,735,sess_1684,add_to_cart,2026-03-21 19:33:24.185418,True
4175,595,441,sess_1685,view,2025-11-20 19:59:55.199974,True
4186,248,983,sess_1686,view,2025-07-11 05:53:56.199974,True
9528,682,988,sess_1686,purchase,2025-09-23 01:40:43.228610,True
13883,478,188,sess_1687,purchase,2025-12-13 20:42:16.247953,True
9988,258,269,sess_1688,add_to_cart,2025-09-22 02:42:02.228610,True
7630,686,1067,sess_1688,purchase,2026-04-12 01:39:49.222317,True
10302,878,409,sess_1689,purchase,2025-06-22 01:49:36.228610,True
7475,1005,97,sess_1689,add_to_cart,2025-11-19 04:19:10.219548,True
709,108,431,sess_1689,view,2025-11-20 02:53:04.181409,True
6291,866,369,sess_1689,view,2026-04-13 19:39:48.214026,True
10029,270,159,sess_169,view,2025-07-08 19:57:59.228610,True
998,211,1080,sess_169,purchase,2025-08-31 17:56:37.183414,True
6288,731,211,sess_169,view,2026-06-01 03:46:37.214026,True
